categorie|marque|nom|nutritionGradeFr|ingredients|energie100g|graisse100g|sucres100g|fibres100g|proteines100g|sel100g|vitA100g|vitD100g|vitE100g|vitK100g|vitC100g|vitB1100g|vitB2100g|vitPP100g|vitB6100g|vitB9100g|vitB12100g|calcium100g|magnesium100g|iron100g|fer100g|betaCarotene100g|presenceHuilePalme|allergenes|additifs|
Glaces|Nestlé,Extrême|Extrême Original Cônes Glacés Chocolat Pépites de Nougatine|c|Eau, sucre, huiles végétales, LAIT écrémé, farine de BLE, sirop de glucose, chocolat en poudre, cacao maigre, LACTOSE et protéines de LAIT, AMANDES, émulsifiants, mono- et diglycérides d'acides gras), colorant, stabilisants, pâte de cacao, amidon modifié, sel, arômes naturels.|765|9|15.9|1.7|2.1|0.11|||||||||||||||||1|LAIT, BLE, LACTOSE, LAIT, AMANDES, SOJA|E14XX - Amidons modifiés,E150a - Caramel E150a,E322 - Lécithines,E407 - Carraghénanes,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Nestlé,Extrême|Cône à l'Américaine Vanilla Pécan|d|Sucre, LAIT écrémé, eau, CREME fraîche, farine de BLE, sirop de glucose, huiles végétales, LACTOSE et protéines de LAIT, LAIT écrémé concentré sucré, morceaux de NOIX DE PECAN, caramel, cacao maigre, matière grasse de LAIT, émulsifiants, mono- et diglycérides d'acides gras), stabilisants, colorants, arôme naturel, sel, arôme naturel de vanille.|1274|13.3|27.7|1.1|3.2|0.18|||||||||||||||||1|LAIT, CREME, BLE, LACTOSE, LAIT, LAIT, NOIX, PECAN, LAIT, SOJA|E101 - Riboflavine,E101i - Riboflavine,E150a - Caramel E150a,E160 - Caroténoïdes,E322 - Lécithines,E322i - Lécithine,E407 - Carraghénanes,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Glaces|Nestlé,Extrême|Cônes Extrême Chocolat Craquant - Vanille et Chocolat |d|Eau, sucre, lait écrémé, huiles végétales, farine de blé, sirop de glucose, lactose et protéines de lait, pâte de cacao, cacao maigre, chocolat en poudre, beurre de cacao, émulsifiants, mono- et diglycérides d'acides gras, E476), noisettesœuf, matière grasse de lait, colorants, arômes naturels, stabilisants, lait écrémé en poudre, amidon modifié, sel, arôme naturel de vanille.|1218|14.3|25.5|2.5|3.5|0.17|||||||||||||||||1||E101 - Riboflavine,E101i - Riboflavine,E14XX - Amidons modifiés,E150a - Caramel E150a,E160 - Caroténoïdes,E322 - Lécithines,E407 - Carraghénanes,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires,E476 - Esters polyglycériques d'acides gras d'huile de ricin|
Glaces|Nestlé,Extrême|Extrême Original Cône Vanille Praliné|d|_Lait_ écrémé, eau, sucre, huiles végétales, farine de _blé_, sirop de glucose, morceaux de praliné, _lactose_ et protéines de _lait_, _noisettes_, cacao maigre, émulsifiants, mono - et diglycérides d'acides gras), colorant, stabilisants, arôme naturel de vanille, sel, arômes naturels.|1232|15|27|1.3|3.2|0.15|||||||||||||||||1|en:gluten,en:milk,en:nuts,en:soybeans|E150a - Caramel E150a,E322 - Lécithines,E407a - Algues euchema transformées,E410 - Farine de graines de caroube,E412 - Gomme de guar|
Glaces|Nestlé,La Laitière|Crème glace vanille moelleux, sauce caramel|d|lait - écrémé rehydraté, eau, sirop de glucose, creème fraiche 12.5%, sucre, lactose et protéines de lait,lait écémé concentré, farine de ble, beurre alé 09% ,émulsifiantgelifants, cacao maigreen poudre 0.3% fructose, ceuf en poudre, sirop de glucose-fructose, cacao en poudre 0.2%, colorants, beurre sirop de sucre caramélisé, gousses de vanille épuisées,poudre à lever, aróme naturel de vanile, humectant,sel,arôme naturel, conçentré de betterave rouge. Peut contenir: arachides, fruits à coque et soja. d'origine végétale. Aconserver à-18°C.Lot/Aconsommer de preférence|803|6.3|23|0.5|2.4|0.16|||||||||||||||||0|en:gluten,en:milk|E150a - Caramel E150a,E160 - Caroténoïdes,E410 - Farine de graines de caroube,E412 - Gomme de guar,E422 - Glycérol,E440 - Pectines,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium|
Snacks|Biscuitier des Flandres,Eugène Blond|Les Apérisablés|e|Farine de _blé_, beurre concentré13%, poudre de fromage 11%dont cheddar 42%, sel de fonte : E339ii), sucre, arômes, _lait_ écrémé en poudre, bière 3.3%, sel de Guérande, paprika, oignon en poudre, poudres à lever, _oeuf_ entier en poudre, extrait de levure.|1854|16.6|11||12.2|3.7|||||||||||||||||0|blé, lait, lait, lait, lait, oeuf|E339 - Orthophosphates de sodium,E339ii - Phosphate disodique,E500 - Carbonates de sodium,E500ii - Carbonate acide de sodium,E503 - Carbonates d'ammonium,E503ii - Carbonate acide d'ammonium|
Snacks|Biscuits Mistral|Escargots fourrés à la persillade|e|farine de _blé_, _beurre_, emmental, huile de colza, ail en poudre 4%, sel, levure, persil 0.70%, poivre noir, colorant : rocou.|2117|27|1.9||11|2.8|||||||||||||||||0|blé, beurre, lait|E160b - Rocou|
Snacks|Biscuits Poult|Poult Sunny Cookies Et Au Chocolat|e|Farine de blé, sucre, huile végétale, chocolat 14%, arôme), oeufs et blancs d'oeufs, cacao en poudre, poudres à lever : diphosphates - carbonates de sodium, lactosérum en poudre, sel, arôme.|2084|25|27||6.5|1.33|||||||||||||||||1|en:eggs,en:gluten,en:milk,en:soybeans|E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Snacks|Biscuits Poult|Cookie Deux Chocolats|e|Farine de blé, huile végétale, sucre, pépites de chocolat 13%, arôme), œufs et blancs d'œufs, praliné nougatine 4%, poudres à lever : diphosphates - carbonates de sodium, lactosérum en poudre, sel, arôme.|2105|26|30||6|1.09|||||||||||||||||1||E322 - Lécithines,E450 - Sels métalliques de diphosphates,E500 - Carbonates de sodium|
Snacks|Bonne Maman|Le Pain d Épices au Miel|d|Miel 50 %, farine de _seigle_, _lait_ en poudre demi écrémé reconstitué, sucre, _œufs_, amidon de _blé_, farine de _blé_ tendre, cannelle 0.09 %, badiane 0.09%, gingembre 0.09 %, poudres à lever).|1310|1|52||2.9|0.06|||||||||||||||||0|seigle, lait, œufs, blé, blé, blé|E500 - Carbonates de sodium|
Snacks|Bonne Maman|Pains d'épices au miel|d|Miel, sirop de sucre inverti, _œufs_ frais, farine de _seigle_, farine de _blé_, _lait_ frais demi-écrémé pasteurisé, sucre, pépites de sucre, arôme naturel, poudre à lever : diphosphates et carbonates de sodium, cannelle, gingembre, badiane, émulsifiant : lécithine.|1131|2.1|53||3.2|1.016|||||||||||||||||0|œufs, seigle, gluten, blé, lait, blé, soja|E322 - Lécithines,E322i - Lécithine,E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium|
Snacks|Bord À Bord|Gaufrettes Apéritives aux Algues & à l'Oignon de Roscoff|d|Farine de _blé_ T65*, algues: laitue de mer* 28 %, huile de tournesol oléique*, poudre d'oignon AOP de Roscoff* 1.9 %, sel de Guérande.|2050|21|2.5|0|10|2|||||||||||||||||0|en:gluten||
Snacks|Boursin Apéritif,Boursin|Roulés de Jambon Fumé Noisettes & 3 Noix|e|Fromage noisettes & 3 noix 70%: _lait_ et _crème_ pasteurisés, noisettes 5%, _noix de Pécan_ 4%, _ferments lactiques_, sel, _noix_ 0.5%, _noix de Cajou_ 0.5%, conservateur : sorbate de potassium. Jambon cru fumé 30% : viande de porc, sel, épices, plantes aromatiques, antioxygène : E301. conservateur : E250.|1565|34.5|1.9||14|1.9|||||||||||||||||0|lait, crème, noix de Pécan, ferments lactiques, noix, noix de Cajou|E202 - Sorbate de potassium,E250 - Nitrite de sodium,E301 - Ascorbate de sodium|
Snacks|Bouton d'Or|Boule Tomate|e|Semoule de maïs 52%, pâte de _cacahuète_, assaisonnement à base de tomate, huile de tournesol 16%, sel.|2092|27.5|8||10.7|2.3|||||||||||||||||0|cacahuète, arachides||
Snacks|Bouton d'Or|Crok'Sel|d|Préparation alimentaire [pomme de terre déshydratéeet amidon de pomme de terre 83%, sel, colorants : extraits de paprika et de curcuma], huile de tournesol 16%, sel.|2042|23.9|0.5||3.3|3.27|||||||||||||||||0|anhydride sulfureux|E160c - Extrait de paprika|
Snacks|Bouton d'Or|Crackers|d|Crackers à l'emmental : Farine de _blé_ 63 %, huiles végétales, emmental râpé 17 %, sucre, sirop de sucre inverti, poudres à lever : phosphates de calcium, carbonates d'ammonium, carbonates de sodium, sel, farine d'_orge_ maltée 1 %. Crackers goût pizza : Farine de _blé_ 58 %, huiles végétales, emmental râpé 11.4 %, double concentré de tomate 6 %, sucre, poudre de lactosérum, sirop de sucre inverti, poudres à lever : phosphates de calcium, carbonates de sodium, carbonates d'ammonium, sel, plantes aromatiques 1 %, farine d'_orge_ maltée 1 %, extrait d'origan, poudre d'oignon. Crackers au sésame et au pavot : Farine de _blé_ 72 %, huiles végétales, _graines de sésame_ 4.8 %, sucre, graines de pavot 2.4 %, préparation à base de sucre, poudres à lever : carbonates d'ammonium, carbonates de sodium, phosphates de calcium, farine d'_orge_ maltée 1.8 %, sel, épices, extrait de levure, thym, arôme naturel, poudre d'oignon, extrait d'épice.|2145|26.5|6.1||11.4|1.78|||||||||||||||||0|blé, lait, orge, blé, lait, lait, orge, blé, graines de sésame, orge, gluten|E341 - Phosphates de calcium,E500 - Carbonates de sodium,E503 - Carbonates d'ammonium|
Snacks|Bouton d'Or,selection Intermarché|Cricfie's goût Bacon|d|Préparation alimentaire à base de blé et de pomme de terre[farine de _blé_, amidon de pomme de terre, sel, arômes], huile de tournesol, assaisonnement [arômes dont arômes de fumée, sel, chapelure, hydrolysats de protéines végétales, dextrose de maïs, exhausteurs de goût : glutamate monosodique, guanylate disodique, inosinate disodique]. * Quantité d'ingrédients utilisée pour la préparation de 100 g de produit fini.|2125|26.7|0.8||4.9|3.47|||||||||||||||||0|blé, blé|E621 - Glutamate monosodique,E627 - Guanylate disodique,E631 - Inosinate disodique|
Snacks|Bouton d'or|Fantomas Ketchup|e|Préparation à base de pomme de terre et de _blé_ 68 %, huile de tournesol 28 %, assaisonnement.|2124|27.6|6.9||4.7|3.24|||||||||||||||||0|en:gluten|E621 - Glutamate monosodique|
Snacks|Bovetti|Orangettes enrobées de chocolat noir|e|chocolat noir, oranges confites, cacao en poudre, agents d'enrobage, arôme naturel d'orange.|2163|35|31||7.4|0.09|||||||||||||||||0|SULFITES|E330 - Acide citrique,E414 - Gomme d'acacia,E904 - Gomme-laque|
Snacks|Brio,Boulangerie Sicard,Sicard|BRIOCHE TRESSEE BEURRE|d|Farine*, levain de pâte*, OEUFS* huile eu graisse végétale*, sucre de canne roux* , sirop de sucre inverti* , eau, beurre*arôme naturel* , levure fraîche, sel marin de Noirmoutier vinaigre de cidre* épice* * Ingrédients issus de l'Agriculture Biologique.|1569|10.7|12.9||8.8|1|||||||||||||||||0|BLE, BLE, GLUTEN, OEUFS, LAIT||
Snacks|Brio,Sicard|6 Pains au Lait Pur Beurre|d|Farine de _blé_*, sucre de canne roux*, _œufs_* entiers, _beurre_*11 %, _lait_ écrémé reconstitué*, levure fraîche, vinaigre de cidre*, sel de Noirmoutier non raffiné, arôme naturel*. *Issu de l'agriculture biologique.|1519|12|8.4|2.3|9.3|0.97|||||||||||||||||0|blé, blé, blé, œufs, beurre, lait, lait, lait||
Snacks|Brio,Sicard Boulangerie|Brioche Tranchée Bio|d|Farine*, levain de pâte*, _œufs_* huile et graisse végétale*, sucre de canne roux* , sirop de sucre inverti* , eau, _beurre_*, arôme naturel* , levure fraîche, sel marin de Noirmoutier, vinaigre de cidre* , épice*. *Ingrédients issus de I'Agriculture Biologique.|1544|7.7|6.1|0|9.2|1|||||||||||||||||0|blé, gluten, œufs, beurre, lait||
Snacks|Brioche Pasquier|Couronne des Rois fruits confits|d|Farine de BLÉ, OEUFS frais, fruits confits 12 % [], graisse végétale, sucre, sirop de fructose-glucose, sucre perlé 3 % [sucre, graisse végétale, amidon de pois], levure, émulsifiant : mono- et diglycérides d'acides gras, sel, épaississant : farine de graines de caroube, GLUTEN de BLÉ, arôme, antioxydant : acide ascorbique, colorant : caroténoïdes, protéines de LAIT.|1459|11.9|16.9||7.1|1|||||||||||||||||1|BLÉ, OEUFS, SULFITES, GLUTEN, BLÉ, LAIT|E120 - Acide carminique,E133 - Bleu brillant FCF,E150a - Caramel E150a,E160 - Caroténoïdes,E220 - Anhydride sulfureux,E300 - Acide ascorbique,E330 - Acide citrique,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier|Lot 10 Pains au Lait + 8 Pains au Chocolat|d|Pains au lait : Farine de _blé_ - Levain 20 %- _Œuf_ - Sucre - Beurre pâtissier- sirop de fructose/glucose - huile de colza - Levure - _Lait_ écrémé en poudre- émulsifiant : mono et diglycérides d'acides gras - Sel - Protéines de _blé_ - _Gluten de blé_ - Fructose en poudre - Arômes - Colorant : caroténoïdes - Antioxydant : acide ascorbique - Protéines de _lait_.|1490|11|18.9||8.4|1.13|||||||||||||||||0|en:eggs,en:gluten,en:milk|E160 - Caroténoïdes,E300 - Acide ascorbique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier|Pitch|e|Farine de BLÉ 30 % - chocolat au lait 28 % [sucre, LAIT entier en poudre, beurre de cacao, LACTOSERUM en poudre, masse de cacao, émulsifiant : lécithine de SOJA, arôme naturel, arôme naturel de vanille] - sucre - levain 9 %- ŒUFS frais 7 % - huile de colza - levure - BEURRE pâtissier- fibres de psyllium - émulsifiant : mono et diglycérides d'acides gras - sel - GLUTEN de BLÉ - épaississant : farine de graines de caroube - antioxydant : acide ascorbique - protéines de LAIT.|1745|18|26|0|7.5|1|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:soybeans|E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier|Pitch Crousti|e|Farine de BLÉ 29 % - Fourrage au chocolat au lait 25 % et aux billes de CEREALES soufflées et toastées 2.8 % [sucre, LAIT entier en poudre, beurre de cacao, farines de céréales, lactosérum en poudre, masse de cacao, malt de BLÉ, émulsifiant: lécithines, poudre à lever: carbonate de sodium, sel, arôme naturel de vanille] - Sucre - Levain 9 %- ŒUFS frais 8 % - Huile de colza - Levure - BEURRE pâtissier - Fibre de Psyllium - Émulsifiant: mono et diglycérides d'acides gras - Epaississant: gomme guar - Sel - Gluten de BLÉ - Antioxydant: acide ascorbique - Protéines de LAIT.|1741|18|20||7.9|1.1|||||||||||||||||0||E300 - Acide ascorbique,E322 - Lécithines,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires,E500 - Carbonates de sodium,E500i - Carbonate de sodium|
Snacks|Brioche Pasquier|Brioches Pitch, Chocolat x8 + 2 gratuites|d|Farine de BLÉ 30 %, fourrage goût chocolat 28 % [sirop de glucose-fructose, sucre, eau, chocolat 4.9 %, NOISETTES, épaississant : amidon de maïs, LAIT entier en poudre, arôme naturel de vanille], sucre, levain 9 %, ŒUFS frais 7 %, huile de colza, levure, BEURRE pâtissier, fibres de psyllium, émulsifiant : mono- et diglycérides d'acides gras, sel, GLUTEN de BLÉ, épaississant : farine de graines de caroube, antioxydant : acide ascorbique, protéines de LAIT.|1473|11|25||8.7|1|||||||||||||||||0|BLÉ, LACTOSE, SOJA, NOISETTES, LAIT, BLÉ, ŒUFS, BEURRE, LAIT, GLUTEN, BLÉ, LAIT|E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier|Brioche Tressée au Levain|d|Farine de BLÉ 44% - ŒUFS frais 14 % - Levain 11 %. Sucre - BEURRE pâtissier - Huile de colza - Levure - Rhum - Émulsifiant : mono et diglycérides d'acides gras - Sel - GLUTEN de BLÉ - Épaississant : gomme guar - Extrait de carotte - Arôme - Antioxydant: acide ascorbique - Protéines de LAIT.|1481|12|12|0|8|1.1|||||||||||||||||0|en:eggs,en:gluten,en:milk,en:nuts,en:peanuts|E300 - Acide ascorbique,E412 - Gomme de guar,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier|Pitch Choco Barre Lait|e|Farine de _BLÉ_ 29 % - chocolat au lait 28% sucre, _LAIT_ entier en poudre, beurre de cacao, LACTOSERUM en poudre, masse de cacao, émulsifiant : lécithine de _SOJA_, arôme naturel de vanille] - Sucre - Levain 9%- Eau- Huile de colza - Levure - _ŒUFS_ en poudre- BEERRE concentré- Fibres de psyllium - émulsifiant: mono et diglycérides d'acides gras Sel de cuisine _GLUTEN_ de _BLÉ_ - épaississant : farine de graines de caroube, Antioxydant : acide ascorbique - Protéines de _LAIT_.|1695|16.7|25.7||7.5|1.08|||||||||||||||||0||E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier,Pasquier|8 pains au chocolat au levain|e|Farine de blé 40 %, beurre concentré, chocolat pur beurre de cacao 12 %, eau, levain 5 %, matière grasse végétale, sucre, épaississant : farine de graines de caroube, sirop de glucose-fructose, levure, émulsifiants : mono- et diglycérides d'acides gras, E472e ; gluten de blé, sel, colorant : bêta-carotène, antioxydant : acide ascorbique, protéines de lait.|1800|23.8|11.3|2.2|6.8|0.9652|||||||||||||||||1||E160a - Bêta-carotène,E160ai - Bêta-carotène,E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras|
Snacks|Brioche Pasquier,Pasquier|12 Briochettes au Levain|d|Farine de _blé_ 40 % - Levain 17 %- Sucre - _œufs_ frais 10 % - Huile de colza - _Beurre_ pâtissier- Levure - émulsifiant : mono- et diglycérides d'acides gras - Sel - Rhum - _Gluten de blé_ - Fibres de psyllium - Arôme - Colorant: caroténoïdes - Antioxydant : acide ascorbique - Protéines de _lait_.|1448|13|18.5||8.4|1|||||||||||||||||0|blé, blé, œufs, Beurre, lait, Gluten de blé, lait|E160 - Caroténoïdes,E300 - Acide ascorbique,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier,Pasquier|Brioche tressée|d|Farine de _blé_ 44 %, _œufs_ frais 14 %, levain 11 %, sucre, _beurre_ pâtissier, huile de colza, levure, rhum, émulsifiant : mono et diglycérides d'acides gras, sel, épaississant : farine de graines de caroube, _gluten de blé_, arôme, colorant : caroténoïdes, antioxydant : acide ascorbique, protéines de _lait_.|1481|12|12||8|1.1|||||||||||||||||0|Œufs,Gluten,Lait|E160 - Caroténoïdes,E300 - Acide ascorbique,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier,Pasquier|Couronne des Rois Nature|e|Farine de _blé_ - Levain- _Œufs_ frais - Sucre - _Beurre_ concentré - Sucre perlé 3% [sucre, matière grasse végétale, amidon de pois] - Huile de colza - Levure - Émulsifiant : mono et diglycérides d'acides gras - Sel - Rhum - Arôme - Épaississant : farine de graine de caroube - _Gluten_ de _blé_ - Colorant : caroténoïde - Antioxydant : acide ascorbique - Protéines de _lait_.|1496|12.1|19.9||7.8|2.6162|||||||||||||||||1|blé, blé, Œufs, Beurre, Gluten, blé, lait|E160 - Caroténoïdes,E300 - Acide ascorbique,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier,Pasquier,Pitch|Pitch Brioches Abricot|d|Pâte 72 % : Farine, protéines et gluten de blé - Sucre - Levain 9 %-- Sucre - Fructose - Dextrine de blé - Gélifiant : pectine de fruits - Correcteur d'acidité : jus de citron concentré - Arômes - Extrait végétal colorant : extrait d'annatto.|1370|8.3|23|3.5|6|0.9398|||||||||||||||||0|œufs, lait, gluten de blé, blé|E1400 - Dextrines,E300 - Acide ascorbique,E412 - Gomme de guar,E440 - Pectines,E440i - Pectine,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche Pasquier,Pasquier,Pitch|Pitch Fraise|d|Farine de _blé_ 30% - fourrage à la fraise 28% [sirop de glucose-fructose - sucre - purée de fraise 4.2% - purée concentrée de fraise 1.4%- purée de pomme 1.2% - gélifiant : pectines - arômes naturels - jus concentré colorant de carotte pourpre - jus de citron concentré] - sucre - levain 9%- _œufs_ frais 7% - huile de colza - levure - _beurre_ pâtissier - fibres de psyllium - émulsifiants : mono et diglycérides d'acides gras - sel - _gluten_ de _blé_ - épaississant : farine de graines de caroube - antioxydant : acide ascorbique - protéines de _lait_.|1402|9.5|25.8||5.4|1|||||||||||||||||0|Eggs,Gluten,Milk|E300 - Acide ascorbique,E410 - Farine de graines de caroube,E440 - Pectines,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioche fonteneau,Brioches Fonteneau|400 g|d|Farine de _blé_,, _œufs_, sucre roux de canne, _beurre_ 12.6%, levain, eau), rhum, fibre d'_avoine_, sel marin non raffiné, levure, eau de fleurs d'oranger, infusion de vanille.|1460|12|11|0|8.7|1|||||||||||||||||0|blé, gluten, œufs, beurre, lait, blé, gluten, avoine, blé, gluten, œufs, beurre, lait, blé, gluten, avoine||
Snacks|Brioche pasquier,Pasquier|Pitch choco barre|e|Farine de _BLÉ_ 30% - Chocolat noir 28% [sucre, masse de cacao, beurre de cacao, _LAIT_ entier en poudre, _LACTOSERUM_ en poudre, _LAIT_ écrémé en poudre, émulsifiant : lécithine de _SOJA_] - Sucre - Levain 9%- _OEUFS_ frais 7%, Huile de colza, Levure - _BEURRE_ pâtissier- Fibres de psyllium - Emulsifiant : mono et diglycérides d'acides gras - Sel - _GLUTEN_ de _BLÉ_ - Epaississant : farines de graines de caroube - Antioxydant : acide ascorbique - Protéines de _LAIT_.|1757|19.2|29||7.7|1.02|||||||||||||||||0|BLÉ, LAIT, LACTOSERUM, LAIT, LAIT, SOJA, BLÉ, OEUFS, BEURRE, LAIT, GLUTEN, BLÉ, LAIT, BLÉ, LAIT, LACTOSERUM, LAIT, LAIT, SOJA, BLÉ, OEUFS, BEURRE, LAIT, GLUTEN, BLÉ, LAIT|E300 - Acide ascorbique,E322 - Lécithines,E322i - Lécithine,E410 - Farine de graines de caroube,E471 - Mono- et diglycérides d'acides gras alimentaires|
Snacks|Brioches & Viennoiseries Thomas|Brioche Tressée Pur Beurre|e|Farine de _blé_, _œufs_ frais, beurre 14.5 %, sucre, levain, arôme, levure, sel marin.|1569|16|15.2||9.2|0.8|||||||||||||||||0|blé, gluten, œufs, blé||
Snacks|Brioches & Viennoiseries Thomas|Gâche Bio en Tranches|e|Farine de _blé_, _œufs_ frais, sucre, _beurre_ 12.6 %, _crème_ fraîche 8 %, levain, levure, sel marin. Dorure : _œufs_.|1662|17.3|15.3||9.1|0.810000000000001|||||||||||||||||0|blé, gluten, œufs, beurre, crème, blé, œufs||
Snacks|Brioches & Viennoiseries Thomas|Gâche tranchée aux éclats de chocolat Pur beurre, 1 pièce|e|Pâte 80 % : farine de _blé_, _œufs_ frais, sucre, _beurre_ 12.4 %, _crème_ fraîche 6.6 %, levain, sel marin, arôme, levure, éclats de chocolat noir 20 % : masse de cacao, sucre, émulsifiants : lécithines, arôme vanille.|1653|17.9|22.2||8.3|0.7|||||||||||||||||0|blé, gluten, œufs, beurre, crème, blé, soja|E322 - Lécithines|
Snacks|Brioches Fonteneau|La brioche tranchée familiale|d|Farine de _blé_, _oeufs_ frais, sucre, eau, huile végétale, émulsifiants : mono et diglycérides d'acides gras - lécithine de tournesol, arôme, sirop de sucre inverti, levain, levure, rhum, sel, émulsifiants, arômes, conservateur : propionate de calcium, gluten de _blé_.|1448|9.5|12.2||7.9|1.2|||||||||||||||||0|blé, oeufs, lait, blé, blé|E282 - Propionate de calcium,E322 - Lécithines,E322i - Lécithine,E471 - Mono- et diglycérides d'acides gras alimentaires,E481 - Stéaroyl-2-lactylate de sodium|
Snacks|Brioches Thomas|Gâche pur beurre et à la crème fraîche|e|Farine de _froment_, _œufs_ frais, _beurre_ 12.6 %, _crème_ fraîche, sucre, sucre inverti, levain, sel de cuisine, arôme. Dorure : _œufs_.|1636|15.9|16.2||8.9|0.9|||||||||||||||||0|froment, œufs, beurre, crème, œufs||
Snacks|Brioches et Viennoiseries Thomas|Brioche de Mariage|e|Farine de _blé_, _œufs_ frais, _beurre_ 14.5 %, sucre, levain, arôme, levure, sel. Décor : sucre.|1757|16|19||9.6|0.86|||||||||||||||||0|blé, œufs, beurre, blé||
Snacks|Brioches et Viennoiseries Thomas|Gâche de Noël|e|Pâte 88 % Farine de BLÉ, _œufs_, frais, sucre, BEURRE 12.4 %, CRÈME fraîche 6.6%, levain, sel, arôme, levure. Éclats de chocolat noir 10 % : masse de cacao, sucre, émulsifiants: lécithines, arôme vanille. Écorces d'oranges 10 % (écorces d'orange, sirop de glucose-fructose, saccharose.|1506|13.4|24.8||7.4|0.659999999999999|||||||||||||||||0|œufs, BLÉ, GLUTEN, BEURRE, BLÉ, SOJA|E322 - Lécithines|
Snacks|Brut de Coques|PopCorn Micro-Ondes goût Caramel|c|Maïs à éclater sans OGM 61 %, huile de palme, dextrose, agent d'enrobage : isomalt, arôme, émulsifiant : lécithines de tournesol, huile de tournesol, édulcorant : sucralose, colorants : extrait de paprika et carotènes mélangés.|1747|17.4|13.2|6.4|6.2|0.01|||||||||||||||||1||E160a - Bêta-carotène,E160c - Extrait de paprika,E322 - Lécithines,E953 - Isomalt,E955 - Sucralose|
Snacks|Carrefour|Briochettes|c|Farine de blé 52.5%, sucre, huile de colza, œufs frais 8.5%, eau, levure, sel, arômes, fibre de pomme de terre, émulsifiants : mono - et diglycérides d'acides gras ; esters monoacétyltartriques et diacétyltatriques des mono et diglycérides d'acides gras, gluten de blé, lait écrémé, rhum, colorant : caroténoïdes, conservateur : propionate de calcium, protéines de lait, protéines de pois, antioxydant : acide ascorbique.|1544|14|12|1.3|7.7|1|||||||||||||||||0|en:eggs,en:gluten,en:milk|E160 - Caroténoïdes,E282 - Propionate de calcium,E300 - Acide ascorbique,E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras|
Snacks|Carrefour|16 Minis Blinis Extra|d|Farine de blé, lait frais entier, eau, œufs entiers frais 15%, beurre concentré, poudre à lever : diphosphate disodique, carbonate de sodium et amidon de blé, sucre de canne, sel, huile de tournesol.|1149|14|3.4|1.9|6.7|1.8|||||||||||||||||0|blé, crème, lactose, lait, oeufs|E450 - Sels métalliques de diphosphates,E450i - Pyrophosphate de sodium acide,E500 - Carbonates de sodium,E500i - Carbonate de sodium|
